Target_Team,Name,Current_Team,Primary_Pos,OPS_R,Starter_OPS_R,Predicted_RPR_Gain,Is_Upgrade
PHI,Alex Bregman,HOU,3B,0.807790227,0.739717208,0.009970156,TRUE
PHI,Nico Hoerner,CHC,2B,0.724178288,0.703053395,0.00896834,TRUE
PHI,Brendan Rodgers,COL,2B,0.73633258,0.703053395,0.007402029,TRUE
PHI,Jonathan India,CIN,2B,0.795633555,0.703053395,0.007225934,TRUE
PHI,Joey Ortiz,MIL,3B,0.71695988,0.739717208,0.006073728,TRUE
PHI,Brice Turang,MIL,2B,0.655816121,0.703053395,0.004844836,TRUE
PHI,Luis Garcia Jr.,WSN,2B,0.785973612,0.703053395,0.004378202,TRUE
PHI,Zack Gelof,OAK,2B,0.630990316,0.703053395,0.002524495,TRUE
PHI,George Springer,TOR,RF,0.78019806,0.937899984,0.002361299,TRUE
PIT,Jacob Young,WSN,CF,0.667355547,0.785215048,0.097856333,TRUE
PIT,Julio Rodriguez,SEA,CF,0.759485764,0.785215048,0.07782385,TRUE
PIT,Dansby Swanson,CHC,SS,0.788012023,0.73594572,0.072438959,TRUE
PIT,Corey Seager,TEX,SS,0.920904671,0.73594572,0.06282074,TRUE
PIT,Bobby Witt Jr.,KCR,SS,0.907490112,0.73594572,0.062382761,TRUE
PIT,Trea Turner,PHI,SS,0.868716658,0.73594572,0.060981172,TRUE
PIT,Francisco Lindor,NYM,SS,0.806030741,0.73594572,0.056017365,TRUE
PIT,Willy Adames,MIL,SS,0.745628551,0.73594572,0.047019036,TRUE
PIT,Brandon Nimmo,NYM,CF,0.795526035,0.785215048,0.043913143,TRUE
PIT,CJ Abrams,WSN,SS,0.752451115,0.73594572,0.043051548,TRUE
PIT,Gunnar Henderson,BAL,SS,0.907119005,0.73594572,0.04217287,TRUE
PIT,Ezequiel Tovar,COL,SS,0.738864673,0.73594572,0.039171338,TRUE
PIT,Jeremy Pena,HOU,SS,0.716609892,0.73594572,0.036575842,TRUE
PIT,Leody Taveras,TEX,CF,0.695773812,0.785215048,0.035727849,TRUE
PIT,Brenton Doyle,COL,CF,0.772794716,0.785215048,0.028276663,TRUE
PIT,Elly De La Cruz,CIN,SS,0.813716136,0.73594572,0.027154721,TRUE
PIT,Aaron Judge,NYY,CF,1.033663585,0.785215048,0.026394972,TRUE
PIT,Anthony Volpe,NYY,SS,0.658736475,0.73594572,0.025429136,TRUE
PIT,Masyn Winn,STL,SS,0.727062078,0.73594572,0.021160494,TRUE
PIT,Jake Meyers,HOU,CF,0.654472182,0.785215048,0.012803592,TRUE
PIT,Zach Neto,LAA,SS,0.724516298,0.73594572,0.003885301,TRUE
PIT,Jackson Merrill,SDP,CF,0.804792004,0.785215048,0.002838417,TRUE
PIT,J.J. Bleday,OAK,CF,0.759784225,0.785215048,0.002576485,TRUE
SDP,Jacob Young,WSN,CF,0.667355547,0.804792004,0.047599645,TRUE
SDP,Aaron Judge,NYY,CF,1.033663585,0.804792004,0.031092729,TRUE
SDP,Julio Rodriguez,SEA,CF,0.759485764,0.804792004,0.021741166,TRUE
SDP,Brenton Doyle,COL,CF,0.772794716,0.804792004,0.014602159,TRUE
SDP,Brandon Nimmo,NYM,CF,0.795526035,0.804792004,0.013147475,TRUE
SDP,Lourdes Gurriel Jr.,ARI,LF,0.82131902,0.743594863,0.006596831,TRUE
SEA,Jacob Young,WSN,CF,0.667355547,0.759485764,0.020977468,TRUE
SEA,Aaron Judge,NYY,CF,1.033663585,0.759485764,0.016307013,TRUE
SEA,Brenton Doyle,COL,CF,0.772794716,0.759485764,0.015894791,TRUE
SEA,Tyler Stephenson,CIN,C,0.785587677,0.714977247,0.003898988,TRUE
SFG,Rafael Devers,BOS,3B,0.910506134,0.771871094,0.038185951,TRUE
SFG,Jose Ramirez,CLE,3B,0.887541279,0.771871094,0.020835977,TRUE
SFG,Maikel Garcia,KCR,3B,0.621207637,0.771871094,0.005567752,TRUE
STL,Trea Turner,PHI,SS,0.868716658,0.727062078,0.060252019,TRUE
STL,Francisco Lindor,NYM,SS,0.806030741,0.727062078,0.057761643,TRUE
STL,Corey Seager,TEX,SS,0.920904671,0.727062078,0.053706478,TRUE
STL,Maikel Garcia,KCR,3B,0.621207637,0.816328656,0.053605313,TRUE
STL,Rafael Devers,BOS,3B,0.910506134,0.816328656,0.051954811,TRUE
STL,Jose Ramirez,CLE,3B,0.887541279,0.816328656,0.045461642,TRUE
STL,Dansby Swanson,CHC,SS,0.788012023,0.727062078,0.044804719,TRUE
STL,Bobby Witt Jr.,KCR,SS,0.907490112,0.727062078,0.036490485,TRUE
STL,Freddie Freeman,LAD,1B,1.019279161,0.845251165,0.026759714,TRUE
STL,Willy Adames,MIL,SS,0.745628551,0.727062078,0.02588049,TRUE
STL,Pete Alonso,NYM,1B,0.868288798,0.845251165,0.018961359,TRUE
STL,Gunnar Henderson,BAL,SS,0.907119005,0.727062078,0.018102826,TRUE
STL,Elly De La Cruz,CIN,SS,0.813716136,0.727062078,0.017510396,TRUE
STL,CJ Abrams,WSN,SS,0.752451115,0.727062078,0.017228068,TRUE
STL,Alex Bregman,HOU,3B,0.807790227,0.816328656,0.016604642,TRUE
STL,Josh Naylor,CLE,1B,0.785028912,0.845251165,0.015073079,TRUE
STL,Jeremy Pena,HOU,SS,0.716609892,0.727062078,0.014728449,TRUE
STL,Ezequiel Tovar,COL,SS,0.738864673,0.727062078,0.014264444,TRUE
STL,Matt Chapman,SFG,3B,0.771871094,0.816328656,0.013098315,TRUE
STL,Anthony Volpe,NYY,SS,0.658736475,0.727062078,0.011114548,TRUE
STL,Matt Olson,ATL,1B,0.880276822,0.845251165,0.008608015,TRUE
STL,Christian Walker,ARI,1B,0.823165174,0.845251165,0.007642776,TRUE
STL,Joey Ortiz,MIL,3B,0.71695988,0.816328656,0.006431035,TRUE
TBR,Pete Alonso,NYM,1B,0.868288798,0.789310148,0.176039257,TRUE
TBR,Josh Naylor,CLE,1B,0.785028912,0.789310148,0.173626446,TRUE
TBR,Freddie Freeman,LAD,1B,1.019279161,0.789310148,0.164176621,TRUE
TBR,Matt Olson,ATL,1B,0.880276822,0.789310148,0.155179151,TRUE
TBR,Christian Walker,ARI,1B,0.823165174,0.789310148,0.149420013,TRUE
TBR,Vladimir Guerrero Jr.,TOR,1B,0.902525606,0.789310148,0.110859886,TRUE
TBR,Paul Goldschmidt,STL,1B,0.845251165,0.789310148,0.100282157,TRUE
TBR,Michael Busch,CHC,1B,0.774477699,0.789310148,0.096456686,TRUE
TBR,Carlos Santana,MIN,1B,0.754917805,0.789310148,0.0676216,TRUE
TBR,Ryan Mountcastle,BAL,1B,0.742049757,0.789310148,0.022240167,TRUE
TBR,Nolan Schanuel,LAA,1B,0.671201038,0.789310148,0.002316216,TRUE
TBR,Nathaniel Lowe,TEX,1B,0.79958286,0.789310148,3.49E-05,TRUE
TEX,Josh Naylor,CLE,1B,0.785028912,0.79958286,0.081009709,TRUE
TEX,Ketel Marte,ARI,2B,0.901257206,0.790182053,0.063553163,TRUE
TEX,Jose Altuve,HOU,2B,0.826904327,0.790182053,0.059396113,TRUE
TEX,Freddie Freeman,LAD,1B,1.019279161,0.79958286,0.059340419,TRUE
TEX,Michael Busch,CHC,1B,0.774477699,0.79958286,0.054053532,TRUE
TEX,Christian Walker,ARI,1B,0.823165174,0.79958286,0.053886964,TRUE
TEX,Pete Alonso,NYM,1B,0.868288798,0.79958286,0.047600056,TRUE
TEX,Matt Olson,ATL,1B,0.880276822,0.79958286,0.04197134,TRUE
TEX,Vladimir Guerrero Jr.,TOR,1B,0.902525606,0.79958286,0.036158412,TRUE
TEX,Ryan Mountcastle,BAL,1B,0.742049757,0.79958286,0.033717069,TRUE
TEX,Carlos Santana,MIN,1B,0.754917805,0.79958286,0.032311185,TRUE
TEX,Paul Goldschmidt,STL,1B,0.845251165,0.79958286,0.029898914,TRUE
TEX,Nolan Schanuel,LAA,1B,0.671201038,0.79958286,0.027642032,TRUE
TEX,Andrew Vaughn,CHW,1B,0.706554032,0.79958286,0.021190956,TRUE
TEX,Jacob Young,WSN,CF,0.667355547,0.695773812,0.018485279,TRUE
TEX,Trea Turner,PHI,SS,0.868716658,0.920904671,0.016176845,TRUE
TEX,Julio Rodriguez,SEA,CF,0.759485764,0.695773812,0.014517364,TRUE
TEX,Bryce Harper,PHI,RF,0.937899984,0.769706109,0.014282181,TRUE
TEX,Brenton Doyle,COL,CF,0.772794716,0.695773812,0.011542772,TRUE
TEX,George Springer,TOR,RF,0.78019806,0.769706109,0.008591092,TRUE
TEX,Aaron Judge,NYY,CF,1.033663585,0.695773812,0.006945603,TRUE
TEX,Bobby Witt Jr.,KCR,SS,0.907490112,0.920904671,0.002596662,TRUE
TEX,J.J. Bleday,OAK,CF,0.759784225,0.695773812,0.002497871,TRUE
TEX,Ty France,- - -,1B,0.704023647,0.79958286,0.001483649,TRUE
TEX,Anthony Santander,BAL,RF,0.826869955,0.769706109,0.000796354,TRUE
TOR,Adolis Garcia,TEX,RF,0.769706109,0.78019806,0.050053893,TRUE
TOR,Josh Naylor,CLE,1B,0.785028912,0.902525606,0.042055138,TRUE
TOR,Pete Alonso,NYM,1B,0.868288798,0.902525606,0.037299786,TRUE
TOR,Matt Olson,ATL,1B,0.880276822,0.902525606,0.029527886,TRUE
TOR,Christian Walker,ARI,1B,0.823165174,0.902525606,0.028716189,TRUE
TOR,Freddie Freeman,LAD,1B,1.019279161,0.902525606,0.02524255,TRUE
TOR,Nick Castellanos,PHI,RF,0.794289785,0.78019806,0.012954508,TRUE
TOR,Michael Busch,CHC,1B,0.774477699,0.902525606,0.01169456,TRUE
TOR,Paul Goldschmidt,STL,1B,0.845251165,0.902525606,0.005201051,TRUE
TOR,Bryce Harper,PHI,RF,0.937899984,0.78019806,0.003157104,TRUE
TOR,Anthony Santander,BAL,RF,0.826869955,0.78019806,0.002453759,TRUE
WSN,Marcus Semien,TEX,2B,0.790182053,0.785973612,0.095175804,TRUE
WSN,Trea Turner,PHI,SS,0.868716658,0.752451115,0.059847814,TRUE
WSN,Jose Altuve,HOU,2B,0.826904327,0.785973612,0.051234044,TRUE
WSN,Francisco Lindor,NYM,SS,0.806030741,0.752451115,0.036504608,TRUE
WSN,Bobby Witt Jr.,KCR,SS,0.907490112,0.752451115,0.030604339,TRUE
WSN,Zack Gelof,OAK,2B,0.630990316,0.785973612,0.022098782,TRUE
WSN,Ketel Marte,ARI,2B,0.901257206,0.785973612,0.015897711,TRUE
WSN,Gunnar Henderson,BAL,SS,0.907119005,0.752451115,0.013160811,TRUE
WSN,Dansby Swanson,CHC,SS,0.788012023,0.752451115,0.012331344,TRUE
WSN,Corey Seager,TEX,SS,0.920904671,0.752451115,0.011713504,TRUE
WSN,Elly De La Cruz,CIN,SS,0.813716136,0.752451115,0.007865981,TRUE
